,nct_id,study_type,acronym,baseline_population,brief_title,official_title,overall_status
883,NCT04441619,Interventional,,,Mechanisms and Modulation of Pain Modulatory Capacity,Mechanisms and Modulation of Pain Modulatory Capacity,Not yet recruiting
884,NCT04441606,Interventional,,,The Role of 68Ga-FAPI-04 PET/CT in Gastric and Pancreatic Cancers,The Role of 68Ga-FAPI-04 PET/CT in Gastric and Pancreatic Cancers,Not yet recruiting
885,NCT04441593,Interventional,,,Internet-based Video-conferencing to Address Alcohol Use and Pain: a Pilot Trial,Internet-based Videoconferencing to Address Alcohol Use and Pain Among People With HIV,Not yet recruiting
886,NCT04441580,Interventional,GENIAL-CO,,Assessing the Additional Neoplasia Yield of Computer-aided Colonoscopy in a Screening Setting,"Resa Diagnostica Aggiuntiva Dell'Intelligenza Artificiale Nella Colonscopia (GENIAL COLONOSCOPY), Per lo Screening Del Carcinoma Colorettale",Recruiting
887,NCT04441567,Interventional,,,Right-Size Clinic Visits Using Memora Platform for PROMIS,Patient Reported Outcomes Measures Pilot Grant for Orthopedic Patients,Not yet recruiting
888,NCT04441554,Observational,,,High-resolution 7 Tesla MRI of C-spine - Comparison With 3 Tesla MRI,High-resolution MRI (7 Tesla) of Foraminal Stenosis and Differentiation of the Degenerated Discovertebral Unit - Comparison With 3 Tesla MRI,Recruiting
889,NCT04441541,Interventional,,,Treadmill With Biofeedback on Gait Symmetry After Stroke,The Effects of Treadmill With Biofeedback on Gait Symmetry in Individuals With Chronic Stroke,Not yet recruiting
890,NCT04441528,Interventional,,,Lid Wipes Versus Baby Shampoo in Patients With Seborrehic Blepharitis,Randomized Double-Blind Trial of Lid Wipes Containing Terpinen-4-ol and Sodium Hyaluronate Versus Baby Shampoo in Patients With Seborrheic Blepharitis,Completed
891,NCT04441515,Interventional,MASTER,,Music After Stroke To Enhance Rehabilitation,Music After Stroke To Enhance Rehabilitation,Not yet recruiting
892,NCT04441502,Observational,COVID_OMICS,,Identification of Predictors for the Evolution of COVID-19 Related Pneumonia by Transcriptomic and Seroproteomic,Identification of Predictors for the Evolution of COVID-19 Related Interstitial Pneumonia by Transcriptomic and Seroproteomic Techniques,Recruiting
893,NCT04441489,Observational,,,Assessment of Lung Inflammation With FDG PET/CT in COVID-19,Assessment of Lung Inflammation With FDG PET/CT in COVID-19,Completed
894,NCT04441476,Observational,PsyCOVID,,Ethical and Psychological Support for Health Care Professions in Intensive Care Units in the COVID19 Pandemic Context: Adequacy With Needs and Psychological Impact Crisis and Post-crisis,Ethical and Psychological Support for Health Care Professions in Intensive Care Units in the COVID19 Pandemic Context: Adequacy With Needs and Psychological Impact Crisis and Post-crisis,"Active, not recruiting"
895,NCT04441463,Interventional,TryPla,,Simultaneous Study of the Serum Tryptase Level of the Mother and the Child During Childbirth (TryPla),Simultaneous Study of the Serum Tryptase Level of the Mother and the Child During Childbirth,Not yet recruiting
896,NCT04441450,Interventional,,,ADME Study of [14C]ICP-022 in Healthy Males,"Absorption, Metabolism, and Excretion of Oral 14C Radiolabeled ICP-022: An Open-Label, Phase I, Single-Dose Study in Healthy Males",Completed
897,NCT04441437,Interventional,,,The Efficacy of Dynamic Hand Splint Treatment in Spastic Hemiparetic Patients,The Efficacy of Dynamic Hand Splint Treatment in Spastic Hemiparetic Patients: A Randomized Controlled Trial,Completed
898,NCT04441424,Interventional,,,Convalescent Plasma Therapy on Critically-ill Novel Coronavirus (COVID-19) Patients,"The Therapeutic Potential of Convalescent Plasma Therapy on Treating Critically-ill COVID-19 Patients Residing in Respiratory Care Units in Hospitals in Baghdad, Iraq",Completed
899,NCT04441411,Interventional,NEMOST-AIS,,Non Fusion Surgery in Adolescent Idiopathic Scoliosis Patients,Non Fusion Surgery in Adolescent Idiopathic Scoliosis Patients Using the Nemost-AIS System,Recruiting
900,NCT04441398,Interventional,,,Efficacy and Safety of Nitazoxanide 600 mg to Treat Mild Ambulatory COVID-19 Patients,"Prospective, Randomized, Double-blind, Parallel, Placebo Controlled Study to Evaluate the Safety and Efficacy of Nitazoxanide 600 mg Three Times a Day to Treat Ambulatory Adult Subjects Diagnosed With COVID-19 With Mild Symptoms Assisted in the Public Health System of the City of Mesquita -RJ",Not yet recruiting
901,NCT04441385,Interventional,MARACOVID,,Study to Evaluate the Efficacy and Safety of Maraviroc in SARS-CoV-2 Infection (COVID-19).,"Bicentric, Phase 2, Randomized, Open-label Study to Evaluate the Efficacy and Safety of Maraviroc Associated With Standard Treatment in Hospitalized Patients With Pulmonary SARS-CoV-2 Infection (COVID-19).",Not yet recruiting
902,NCT04441372,Observational [Patient Registry],PRIORITY,,Prognostication of Oxygen Requirement in Non-severe SARS-CoV-2 (COVID-19) Respiratory Infection,Prognostication of Oxygen Requirement in Non-severe SARS-CoV-2 Respiratory Infection,Not yet recruiting
903,NCT04441346,Observational,,,Frequency and Risk Factors of Congestive Heart Failure in Dialysis Patients,Frequency and Risk Factors of Congestive Heart Failure in Dialysis Patients Attending Assiut University Hosptial,Not yet recruiting
904,NCT04441333,Interventional,,,"Usability, Safety and Efficacy of AspivixTM","Usability, Safety and Efficacy of AspivixTM, an Atraumatic Innovative Uterine Cervical Traction Device: a Pilot Phase Followed by a Comparative Study (Pilot)",Not yet recruiting
905,NCT04441320,Interventional,,,Coated Metal Ureteral Stent in the Treatment of Radiation Induced Ureteral Stricture,"Efficacy and Safety of Coated Metal Ureteral Stent in the Treatment of Radiation Induced Ureteral Stricture, A Prospective, Mutlcenter and Controlled Study",Not yet recruiting
906,NCT04441307,Interventional,,,Promoting Co-Parenting and Reducing Hazardous Drinking in New Families,Strong Foundations: Intervening to Promote Co-Parenting and Reduce Father Hazardous Drinking in Expectant Parents,Recruiting
907,NCT04441294,Interventional,,,The Evaluation of Achieving Condom Empowerment (ACE)-Plus in New York City,The Evaluation of Achieving Condom Empowerment (ACE)-Plus in New York City,"Active, not recruiting"
908,NCT04441281,Interventional,,,"Usability, Safety and Efficacy of AspivixTM (Comparative Study)","Usability, Safety and Efficacy of AspivixTM, an Atraumatic Innovative Uterine Cervical Traction Device: a Pilot Phase Followed by a Comparative Study (Comparative)",Not yet recruiting
909,NCT04441268,Observational,,,Longitudinal Changes in Refractive Error After Primary IOL Implantation Among Children With Congenital Cataract,Longitudinal Changes in Refractive Error After Primary IOL Implantation Among Children With Unilateral and Bilateral Congenital Cataract,Completed
910,NCT04441255,Interventional,,,A Study to Evaluate the Effect of High-Fat Meal on TAK-788 Pharmacokinetics (PK) in Healthy Adult Participants,"A Phase 1, Randomized, 2-Period, 2-Sequence, Crossover Study to Evaluate the Effect of High-Fat Meal on TAK-788 Pharmacokinetics in Healthy Adult Subjects",Not yet recruiting
911,NCT04441242,Interventional,,,Ambient Lighting During Colonoscopy and Its Effect on Adenoma Detection Rate and Eye Fatigue,Use of Ambient Lighting During Colonoscopy and Its Effect on Adenoma Detection Rate and Eye Fatigue: a Pilot Study,Completed
912,NCT04441229,Interventional,,,Mobile Attentional Bias Modification Training in Pediatric MS,"A Prospective, Observational Study of Mobile Attentional Bias Modification Training (ABMT) in the Pediatric Multiple Sclerosis (MS) Population",Recruiting
913,NCT04441216,Interventional,,,Effects of TCM on Beta-cell Function and Insulin Resistance in High Risk Chinese Individuals for T2D (TCM_PDiab_P01),Effects of a Novel Formulation of Traditional Chinese Medicine (TCM) For Prevention of Type 2 Diabetes (T2D),Not yet recruiting
914,NCT04441203,Interventional,SELFIe-HF,,Patient SELF-management With HemodynamIc Monitoring: Virtual Heart Failure Clinic and Outcomes,Patient SELF-management With HemodynamIc Monitoring: Virtual Heart Failure Clinic and Outcomes (the SELFIe-HF Trial): Program,Not yet recruiting
915,NCT04441190,Interventional,,,Multi-mode Stroke Rehabilitation System: Development and Validation of Clinical Efficacy,"A Novel, Digital, and Interactive Multi-mode Stroke Rehabilitation System of Arm and Hand: Development and Validation of Clinical Efficacy",Not yet recruiting
916,NCT04441177,Interventional,,,Effects of PlayStation®VR on the HRQOL in Stroke Patients Undergoing Inpatient Rehabilitation,Effects of PlayStation®VR on the Health-Related Quality of Life in Stroke Patients Undergoing Inpatient Rehabilitation: a Pilot Study,Enrolling by invitation
917,NCT04441164,Interventional,VERARE,,VERARE : Effectiveness of Virtual Motor Actions for Improving Walking in Patients With Post-resuscitation Muscle Weakness,VERARE : Effectiveness of Virtual Motor Actions for Improving Walking in Patients With Post-resuscitation Muscle Weakness,Not yet recruiting
918,NCT04441151,Interventional,,,Evaluation of the Effect of Pulmonary Rehabilitation on Patients With High Flow Oxygen Therapy,Evaluation of the Effect of Pulmonary Rehabilitation on Patients With High Flow Oxygen Therapy,Not yet recruiting
919,NCT04441138,Interventional,ESR1814205,,Chemoradiation Followed by Durvalumab in Poor Risk and/or Elderly Patients With Stage III NSCLC,"Phase II Trial of Concurrent, Split Course Chemoradiation Followed by Durvalumab (MEDI4736) in Poor Risk and/or Elderly Patients With Newly Diagnosed Stage III Non-small Cell Lung Cancer",Not yet recruiting
920,NCT04441125,Observational,,,"The Effect of Labor Induction With Oxytocin on Early Postpartum Hemorrhage, Perineal Integrity and Breastfeeding","The Effect of Labor Induction With Oxytocin on Early Postpartum Hemorrhage, Perineal Integrity and Breastfeeding",Recruiting
921,NCT04441112,Interventional,,,Intraarticular Injections of the Hip and Knee With Triamcinolone Versus Ketorolac: A Randomized Controlled Trial,Intraarticular Injections of the Hip and Knee With Triamcinolone Versus Ketorolac: A Randomized Controlled Trial,Completed
922,NCT04441099,Interventional,,,NBE-002 in Patients With Advanced Solid Tumors,"A First-in-Human, Phase 1/2 Study of NBE-002, an Anti-ROR1 Antibody Drug Conjugate, in Patients With Advanced Solid Tumors",Not yet recruiting
923,NCT04441086,Interventional,eMotion,,Emotion Regulation Intervention to Sustain Physical Activity in Rural-dwelling Women and Men After Myocardial Infarction,Emotion Regulation Intervention to Sustain Physical Activity in Rural-dwelling Women and Men After Myocardial Infarction,Not yet recruiting
924,NCT04441073,Interventional,,,Lignocaine Nebulization for Attenuation of Intubation Stress Response,Lignocaine Nebulization for Attenuation of Intubation Stress Response in Patients With Severe Pre-eclampsia: a Prospective Double-blinded Placebo-controlled Trial,Not yet recruiting
925,NCT04441060,Interventional,,,Suicide Risk Scale and Distress Intervention for the Patients With Chronic Medical Illness or Physical Disabilities,Development of a Suicide Risk Scale and Distress Intervention for the Patients With Chronic Medical Illness or Physical Disabilities,"Active, not recruiting"
926,NCT04441047,Interventional,ALLOPRIME,,Universal Anti-Viral Vaccine for Healthy Elderly Adults,Safety and Efficacy of ALLOSTIM® Universal Anti-Viral Immunodulatory Vaccine for Healthy Elderly Adults,Not yet recruiting
927,NCT04441034,Interventional,SPEC-AA,,Stanford Pragmatic Effectiveness Comparison,Integrating Pragmatic Comparative Effectiveness Research Into a Tertiary Pain Management Center,Not yet recruiting
928,NCT04441021,Observational,,,Feasibility Assessment of Risk Stratification and Oral Challenge in Hospitalized Children at Low Risk for Antibiotic Allergy,Feasibility Assessment of Risk Stratification and Oral Challenge in Hospitalized Children at Low Risk for Antibiotic Allergy,Not yet recruiting
929,NCT04441008,Interventional,RAPID,,Accelerated iTBS for Depression and Suicidality,Radical aiTBS Protocol for Intractable Depression,Not yet recruiting
930,NCT04440995,Interventional,,,The Effects of Perioperative PECS Block During Robotic Breast Surgery and Breast Reconstruction,The Effects of Perioperative PECS Block on Postoperative Pain Control During Robotic Breast Surgery and Breast Reconstruction - Double Blind Randomized Controlled Trial -,Not yet recruiting
931,NCT04440982,Interventional,,,Feasibility Study of Intraoperative Detection of Residual Cancer in Breast Cancer Patients Receiving Neoadjuvant Therapy,Feasibility Study to Evaluate Performance of the LUM Imaging System for Intraoperative Detection of Residual Tumor in Patients With Breast Cancer Receiving Neoadjuvant Therapy,Not yet recruiting
932,NCT04440969,Interventional,,,Evaluation of Pilot Community-based Multi-domain Program Older Adults at Risk of Cognitive Impairment,Dementia - Early Detection and Intervention,Completed
933,NCT04440956,Interventional,,,An Imaging Study of 64Cu-SARTATE Using Positron Emission Tomography in Patients With Neuroendocrine Tumours,"Positron Emission Tomography (PET) Imaging of Patients With Low & Intermediate Grade Neuroendocrine Tumors Using 64Cu-SARTATE: A Single Centre, Open-Label, Non-Randomized, Phase-0 Microdosing Investigation",Completed
934,NCT04440943,Interventional,,,A Study of the PD-L1xCD27 Bispecific Antibody CDX-527 in Patients With Advanced Malignancies,A Phase 1 Study of the PD-L1xCD27 Bispecific Antibody CDX-527 in Patients With Advanced Malignancies,Not yet recruiting
935,NCT04440930,Interventional,,,White Tea for Prevention of Chemotherapy Induced Mucositis,Can White Tea Prevent Oral Mucositis in Patients Receiving Neoadjuvant or Adjuvant Treatment With Paclitaxel for Breast Cancer? A Randomized Trial,Not yet recruiting
936,NCT04440917,Interventional,IMplus,,Camrelizumab Combined With Apatinib Mesylate for Head and Neck Squamous Cell Carcinoma,Induction Therapy of Camrelizumab Combined With Apatinib Mesylate for Patients With Locally Advanced Head and Neck Squamous Cell Carcinoma (the IMplus Study),Recruiting
937,NCT04440904,Observational,,,Anatomical Study of Aorta Balloon Occlusion Based on CT Angiography,Anatomical Study of Aorta Balloon Occlusion Based on CT Angiography：A Retrospective Study,Completed
938,NCT04440891,Interventional,TMS_AD,,Application of TMS Coupled With VR for Slowing the Rate of Cognitive Decline in Patients With Alzheimer's Disease,Application of Transcranial Magnetic Stimulation Coupled With Virtual Reality for Slowing the Rate of Cognitive Decline in Patients With Alzheimer's Disease,Recruiting
